"ID","AgeGroup","Gender","ActionCount","ActionSeq_Collapsed","GradedScore","ResponseTime","LiteracyScore","NumeracyScore"
25,"50-54","Male",27,"START,COMBOBOX,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,COMBOBOX,BUTTON,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TOOLBAR,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",369545,293.71931,313.18821
26,"50-54","Male",32,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",246678,304.85888,322.07024
28,"25-29","Female",34,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",143243,360.60548,323.03921
36,"25-29","Female",12,"START,COMBOBOX,COMBOBOX,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,NEXT_INQUIRY,END","0",84099,248.58201,241.43674
38,"30-34","Female",38,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",240525,317.65405,330.99138
45,"35-39","Male",3,"START,NEXT_INQUIRY,END","0",15799,287.46215,255.86062
47,"50-54","Male",17,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",104653,245.32415,255.0472
48,"50-54","Male",15,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",204797,274.7747,247.802
50,"45-49","Female",3,"START,NEXT_INQUIRY,END","0",6772,194.10623,202.31656
53,"30-34","Female",23,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",197318,350.15972,345.45954
56,"45-49","Male",18,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",164768,294.97954,274.29884
59,"60-65","Female",21,"START,TEXTLINK,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",213159,288.84054,264.30483
62,"45-49","Male",31,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,CHECKBOX,TAB,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",219813,278.23929,261.02892
68,"25-29","Female",54,"START,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",368511,266.87623,251.28521
70,"60-65","Male",3,"START,NEXT_INQUIRY,END","0",4107,227.24911,247.24446
74,"30-34","Male",27,"START,COMBOBOX,COMBOBOX,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_ADD,TAB,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",178929,244.91508,240.76564
80,"40-44","Male",15,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",248467,294.38255,231.50604
82,"25-29","Female",30,"START,TEXTLINK,TAB,TAB,TEXTLINK,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",266834,219.59458,180.79755
85,"16-19","Female",26,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,INVALID_TYPE,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",138753,227.76855,181.64705
88,"55-59","Female",4,"START,COMBOBOX,NEXT_INQUIRY,END","0",78382,216.81359,155.08839
89,"25-29","Female",28,"START,COMBOBOX,COMBOBOX,BUTTON,MENU,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",150655,293.14243,284.24473
92,"40-44","Female",38,"START,TEXTLINK,TEXTLINK,TAB,MENU,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","1",252338,290.76653,243.24258
98,"45-49","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",132046,286.11812,271.82392
99,"20-24","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",211575,260.75247,312.93046
101,"30-34","Male",28,"START,COMBOBOX,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,INVALID_TYPE,TAB,TAB,BUTTON,BUTTON,BUTTON,TAB,TAB,TOOLBAR,TOOLBAR,INVALID_TYPE,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",245219,309.6916,303.91382
102,"55-59","Female",22,"START,TAB,TAB,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",173077,293.92692,286.96242
103,"45-49","Male",21,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",249166,317.23445,325.26845
107,"35-39","Male",31,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","0",167467,320.70262,305.83668
108,"50-54","Female",32,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR,TAB,TOOLBAR,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",247749,341.45539,305.82243
110,"20-24","Female",33,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,TEXTLINK,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",177449,299.79797,287.07437
114,"16-19","Male",45,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,TAB,TAB,INVALID_TYPE,TOOLBAR_HISTORY_ADD,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,NEXT_INQUIRY,END_CANCEL,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",205598,277.92718,238.4366
118,"25-29","Female",28,"START,TOOLBAR,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",211091,326.39087,314.33295
122,"30-34","Male",21,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",84438,263.74792,249.13705
123,"35-39","Male",20,"START,TAB,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",256178,341.59967,373.40382
124,"50-54","Female",15,"START,BUTTON,COMBOBOX,BUTTON,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",118536,213.28343,201.23387
126,"50-54","Female",6,"START,COMBOBOX,TAB,TAB,NEXT_INQUIRY,END","0",73751,259.97848,241.23072
129,"50-54","Female",26,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",315348,260.92693,270.2327
134,"25-29","Female",19,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",185415,408.41208,407.08895
145,"35-39","Female",22,"START,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",163356,348.03563,311.40075
147,"35-39","Female",25,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",174168,265.21353,260.83296
148,"40-44","Female",23,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",163244,254.03797,260.43205
159,"16-19","Female",7,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",72499,212.74596,184.26992
160,"20-24","Male",14,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",155809,312.97095,312.45518
161,"20-24","Female",38,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",286927,301.21158,287.46914
165,"50-54","Female",19,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",336791,241.09708,193.93414
169,"25-29","Male",25,"START,TEXTLINK,BOX_PRESS,TOOLBAR_HISTORY_BACK,BOX_PRESS,TOOLBAR_HISTORY_BACK,TEXTLINK,TOOLBAR_HISTORY_BACK,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TAB,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TEXTLINK,TOOLBAR_HISTORY_BACK,TAB,TAB,NEXT_INQUIRY,END","0",126246,274.18578,253.16882
172,"50-54","Male",17,"START,TEXTLINK,TEXTLINK,TEXTLINK,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",237874,281.30831,267.32107
173,"16-19","Male",45,"START,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",255579,290.11699,282.91257
180,"50-54","Female",23,"START,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,NEXT_INQUIRY,END","0",241444,282.40337,260.69322
186,"20-24","Male",9,"START,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",43972,243.96457,192.32201
189,"20-24","Female",14,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",186077,222.43948,154.76093
190,"30-34","Female",25,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",120176,311.15311,295.96046
194,"40-44","Female",23,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","1",203248,339.82075,266.10702
200,"55-59","Female",26,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",203530,267.42086,240.80606
202,"60-65","Male",16,"START,TEXTLINK,COMBOBOX,TEXTLINK,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",175413,256.82492,271.31486
208,"25-29","Female",31,"START,TEXTLINK,TEXTLINK,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",301029,293.90769,228.05693
209,"16-19","Female",33,"START,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",265143,316.77998,282.65247
213,"35-39","Male",16,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",127975,255.34143,219.19021
218,"60-65","Male",23,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",213541,330.60613,301.04885
220,"25-29","Female",4,"START,TEXTLINK,NEXT_INQUIRY,END","0",94720,222.97326,203.60685
222,"40-44","Female",55,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,TAB,TAB,TOOLBAR_HISTORY_BACK,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",323909,259.63378,244.32654
234,"55-59","Female",23,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END","1",233334,289.9469,278.41572
235,"25-29","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",130943,241.65892,199.37074
237,"40-44","Male",18,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,BUTTON,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",236270,302.69143,272.11544
242,"50-54","Female",17,"START,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TOOLBAR,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",117300,200.11785,175.28283
